duplicateGroupId,ruleId,itemIds,count,gradeLevel,itemType,standardCode,normalizedStem,normalizedChoices,sourceType,severity
628445cd7e0d,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8928000h5ishudscgeih|cmoweqxg3000h6zhzw4896h1m|cmowg7f49000hpspn9clmw459,3,6,MCQ,CC.1.3.6.C,how does the plot unfold in the last bell before the storm,a conflict develops through a series of events and the character s choices show change over time | the author lists unrelated events without cause and effect | the passage gives only facts and definitions | the ending has no connection to the earlier conflict,database,WARNING
a4543986ba81,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8928000i5ish5bz9o4d0|cmoweqxg3000i6zhze4izlokt|cmowg7f49000ipspnjlz6ku31,3,6,MCQ,CC.1.3.6.E,why does the author include a flashback in the last bell before the storm,to reveal earlier events that help explain the character s current conflict | to list facts in order from least to most important | to show that the passage changes from literature to informational text | to make the setting less important to the plot,database,WARNING
b75995f9ef92,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8928000k5ishm6k6lgql|cmoweqxg3000k6zhzdcviwlnw|cmowg7f49000kpspnwq1izhz7,3,6,MCQ,CC.1.3.6.F / CC.1.2.6.F,read the sentences from the passage what does the phrase suggest in the sentence,the silence feels tense or uncomfortable | the silence can cut objects | the room contains knives | the silence is cheerful,database,WARNING
89edd030bc7c,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8928000l5ishlbnj0t0c|cmoweqxg3000l6zhz6r3of5vt|cmowg7f49000lpspndubn111x,3,6,MCQ,CC.1.3.6.F / CC.1.2.6.F,read the sentences from the passage what does the use of the figurative phrase suggest about the character or situation,it creates a serious reflective tone by showing the emotion behind the event | it makes the passage sound silly for no reason | it removes the narrator s feelings | it makes the text purely technical,database,WARNING
d0d765914bd9,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8928000m5ishw6ycxm1x|cmoweqxg3000m6zhzcgyq2cyb|cmowg7f49000mpspn0xawsxfj,3,6,MCQ,CC.1.3.6.F / CC.1.2.6.F,read the sentences from the passage what does the phrase suggest in the sentence,the problem feels heavy and hard to ignore | the problem is an actual stone | the character collects rocks | the problem is easy to forget,database,WARNING
d58d66c09f41,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8928000n5ishz3m7nstb|cmoweqxg3000n6zhzf7r72l5k|cmowg7f49000npspn92x5wkoz|cmowg7f4a000ypspniqxh3hmj,4,6,MCQ,CC.1.2.6.C,how does the structure of the passage contribute to the meaning of how wetlands protect a watershed,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database,WARNING
750042d53161,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8928000s5ish2n1nyozx|cmoweqxg3000s6zhzkllxv87z|cmowg7f4a000spspnxczvqe2g|cmowg7f4a0014pspnw02rt1we,4,6,MCQ,CC.1.2.6.C,how does the structure of the passage contribute to the meaning of designing a water smart schoolyard,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database,WARNING
ad60d198c0e0,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8928000t5ishab894b38|cmoweqxg3000t6zhzv6947cbc|cmowg7f4a000tpspn5pu2lh5d|cmowg7f4b0019pspnur3495q9,4,6,EBSR,CC.1.2.6.B,how does the character s impression or understanding change in how wetlands protect a watershed,the author implies an idea that must be supported with textual evidence | the author states every idea directly | the reader should ignore text evidence | the passage has no implied meaning,database,WARNING
aacd6ad58245,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8929000x5ishj9o673oc|cmoweqxg4000x6zhzq67nqhjo|cmowg7f4b001bpspnbh69ybdv|cmowzttnj0003twqwoafz6t3m|cmox0dd9w0003vlf1b4jg28ql|cmox0o8mx000374o5v1wdq23i,6,6,CONVENTIONS,CC.1.4.6.F2,read the sentence which revision provides the most specific information,the students measured the garden s growth every friday and recorded the height of each plant | the students did some things with the garden | the students worked outside a lot | the students thought the garden was nice,database,WARNING
63de13552d02,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe8929000y5ishci8wk0e9|cmoweqxg4000y6zhzen4qjbmh|cmowg7f4b001cpspncjatnjdb|cmowzttnj0004twqw1hz3txp1|cmox0dd9w0004vlf17q1zg3w3,5,6,CONVENTIONS,CC.1.4.6.F3,read the paragraph which sentence contains an inappropriate shift in pronoun person,when students revise they should check whether their evidence supports the claim | a writer should reread the draft because you may notice missing details | the class discussed its ideas before writing | readers can follow an essay when its organization is clear,database,WARNING
5177b34693f4,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe892900115ishyk10jubs|cmoweqxg400116zhzhfghrlm1|cmowg7f4b001fpspnq06zcvnv|cmowzttnj0007twqw6x8kq7aw|cmox0dd9w0007vlf1k7cdqsp6,5,6,CONVENTIONS,CC.1.4.6.F6,which sentence uses pronouns correctly,lena and him studied | lena and he studied | her and lena studied | him studied with lena,database,WARNING
a28c40e72282,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowe892900145ish0drx23dd|cmoweqxg400146zhzouosczwv|cmowg7f4b001ipspnreozp30i|cmowzttnj000atwqw0lcx0o6e|cmox0dd9w000avlf191x23qps,5,6,CONVENTIONS,CC.1.4.6.F9,which sentence has correct subject verb agreement,the list of supplies are long | the list of supplies is long | the supplies on the list is long | the list are long,database,WARNING
94e34cc9c442,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmoweqxg3000f6zhzsual9e1a|cmowg7f49000fpspn4fmd317o,2,6,DRAG_DROP,CC.1.2.6.D,use the passage and table match each statement to the solution it describes,stores water from the roof for later use | sends water slowly near plant roots | helps reduce wasted water in the schoolyard garden | requires students to think about maintenance before choosing a final plan,database,WARNING
7fe7b33010ca,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowzttnk000ntwqw82150y1s|cmowzttnl001ctwqwr1to2fo6,2,6,MULTI_SELECT,CC.1.3.6.G,move two pieces of evidence from the passage that best support the claim that many teens who text are too tired for school,daily activities like bathing and sleeping are interrupted by messages | a study found that early school start times deprive adolescents of sleep | cell phoning or messaging while driving is illegal in new jersey | some adults are also addicted to devices and new technology,database,WARNING
607f9227a28e,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmowzttnk000ptwqww27bc8ry|cmowzttnl001etwqw3pgtn9aw|cmox0dd9x000pvlf1glyvrfhn|cmox0dd9z001evlf18lebojhd|cmox0o8my000p74o5w5vj4ita|cmox0o8mz001e74o55eqne5mv|cmox1en8o000p7pv3tplkj5v8|cmox1en8p001e7pv3p8gf0ust,8,6,HOT_TEXT,CC.1.3.6.E,read the paragraph select the sentence that should be revised to maintain the style of the paragraph,in many areas around the world highways pass directly through the habitats of many animals | crossing the roads got really really hard for some animals | as a result people have designed and built special bridges and tunnels just for wildlife | these new wildlife crossings allow animals to move over or under the highway safely,database,WARNING
789af7476ab7,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmox0dd9y000uvlf1takspubq|cmox0o8my000u74o50k40cz2i|cmox1en8o000u7pv3a7qfo9ha,3,6,DRAG_DROP,CC.1.2.6.D,use two views of a community garden match each statement to whether it is supported by the passage,the text explains a problem and shows why it matters | the text gives evidence that helps readers understand the central idea | the text says the problem is solved by ignoring the evidence | the text presents details in a way that helps readers compare ideas,database,WARNING
af5b8ef87e43,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,cmox0dd9z001gvlf1i0jn13t8|cmox0o8mz001g74o5rp2hkqw8|cmox1en8p001g7pv3eitb2geh,3,6,MULTI_SELECT,CC.1.3.6.A,select two pieces of evidence from the last bell before the storm that best support the central idea,a detail that explains how the problem affects the larger system | a detail that gives unrelated background about a different topic | a detail that shows why the solution or idea matters | a detail that only repeats a word from the title,database,WARNING
b2d6a87fb426,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,30021|30025|30027|30042|30046|30048,6,3,MCQ,CC.1.2.3.B,what can the reader infer about the topic in designing a water smart schoolyard,the text gives clues that help the reader figure out something not stated directly | the reader should guess without using the passage | only the title matters | the answer must be copied exactly from one sentence,generated,WARNING
61736b628f4f,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60001|cmowe8929000w5ish1ds0xyky|cmoweqxg4000w6zhz2g02rhup|cmowg7f4b001apspn1o2rk8pz|cmowzttnj0002twqwjwblspz0|cmox0dd9w0002vlf184kwu85t|cmox0o8mx000274o54qi7nzqc|cmox1en8o00027pv3dg21y2l1|cmox1wex0000211ju9syvd5eu|cmp30b1p60004rzygec6ps7b8|cmp30b8ng001urzygc5m6ktk5|cmp39561i0002nrdznqg4pcww|cmp39lq5m000211ze3y9x8la5|cmp3dtj970002chf9pr81zh4o|cmp5noc290002149wj4xxrhkc|cmp61ap8d0002r85q7hslrui5|cmp62uiy00002ajtyvb1i9x19|cmp7kxbgw0005nu4us7rob0d5,18,6,CONVENTIONS,CC.1.4.6.F1,read the paragraph which revision would most improve the paragraph,add a sentence that explains how the final detail connects to the main idea | delete all examples so the paragraph is shorter | change every sentence to a question | move the last sentence before the topic sentence,database|generated,WARNING
2d63f545b1c9,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60002|cmox1en8o00037pv3pnwbw479|cmox1wex0000311jukrpdcdwv|cmp30b1p60005rzygbozh0lvn|cmp30b8ng001vrzygyx4u3oxl|cmp39561i0003nrdz3u20rr3w|cmp39lq5m000311zetvu3zawd|cmp3dtj970003chf9mz1ehmo3|cmp5noc290003149wu4hw6rz1|cmp61ap8d0003r85q68zli25g|cmp62uiy00003ajtyvgckyjw9|cmp7kxbgw0006nu4uhwfiuuwr,12,6,DRAG_DROP,CC.1.4.6.F2,read the paragraph select the word from each drop down list that best completes each sentence,first drop down | second drop down,database|generated,WARNING
d9affb5ff977,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60003|cmox0o8mx000474o5ro3wao4g|cmox1en8o00047pv3gk75b57j|cmox1wex0000411junmm5iwtd|cmp30b1p60006rzyg373xb1cw|cmp30b8ng001wrzygg466khqy|cmp39561i0004nrdz4347vbdj|cmp39lq5m000411ze04x7hivs|cmp3dtj970004chf93trj8uv0|cmp5noc290004149wxz3k1i0z|cmp61ap8d0004r85qib85fes7|cmp62uiy10004ajtys6rtmg64|cmp7kxbgw0007nu4ucj0oxbxj,13,6,HOT_TEXT,CC.1.4.6.F3,read the paragraph select the sentence that contains an inappropriate shift in pronoun person,when students revise an essay they should check whether each detail supports the claim | a writer should reread the draft because you may notice missing evidence | the class discussed its ideas before writing the final paragraph | readers can follow an essay when its organization is clear,database|generated,WARNING
fb8c71db96cb,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60004|cmowe8929000z5ishl4ac3hmu|cmoweqxg4000z6zhz116euqv5|cmowg7f4b001dpspnqzr1ys5g|cmowzttnj0005twqw39qphacy|cmox0dd9w0005vlf1i22ge0is|cmox0o8mx000574o5qc2ct87u|cmox1en8o00057pv3zwkdo7jr|cmox1wex0000511ju2l4odn6b|cmp30b1p60007rzyg3dp3m4hh|cmp30b8ng001xrzyg4oip43si|cmp39561i0005nrdz6qzzc44y|cmp39lq5m000511zev26ehbqy|cmp3dtj970005chf9isst4d1m|cmp5noc290005149wfxe3t442|cmp61ap8d0005r85qvm6z7qe5|cmp62uiy10005ajtypxo06lk2|cmp7kxbgw0008nu4ut26rq08a,18,6,CONVENTIONS,CC.1.4.6.F4,read the paragraph which sentence has a vague pronoun,maya gave lena the notes after she finished the summary | maya finished the summary before lunch | lena read the notes carefully | the summary included evidence from the passage,database|generated,WARNING
58adb240a912,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60005|cmowe892900105ish0xo4od0w|cmoweqxg400106zhzmtdgoo0j|cmowg7f4b001epspnidhggltr|cmowzttnj0006twqwcd2rehe3|cmox0dd9w0006vlf1xlhcivku|cmox0o8mx000674o54w5x6x37|cmox1en8o00067pv3rhmnk0oc|cmox1wex0000611juujvos1ym|cmp30b1p60008rzyg6pcrjz79|cmp30b8ng001yrzygwq55z9qu|cmp39561m0006nrdzfqo0kdrc|cmp39lq5m000611zeoey1lemt|cmp3dtj970006chf9kpvwn7eh|cmp5noc290006149wo1zbhivd|cmp61ap8d0006r85qq6acg3vy|cmp62uiy10006ajty717k1d0s|cmp7kxbgw0009nu4uple7y192,18,6,CONVENTIONS,CC.1.4.6.F5,which sentence keeps verb tense consistent,maya opened the book and reads | maya opens the book and read | maya opened the book and read the first page | maya opening the book and read,database|generated,WARNING
2ca405931a03,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60006|cmox1en8o00077pv3tld3rnby|cmox1wex0000711juuhuayl81|cmp30b1p60009rzygkbpun82v|cmp30b8ng001zrzyghjx9sakd|cmp39561m0007nrdzax7q5w4n|cmp39lq5m000711zeuq7ivdcf|cmp3dtj970007chf927ln4jr5|cmp5noc290007149w98hdwehn|cmp61ap8d0007r85q2nvjbs2f|cmp62uiy10007ajtyui75p589|cmp7kxbgw000anu4u06rcanvd,12,6,MULTI_SELECT,CC.1.4.6.F6,a student is writing a report about the papermaking process complete the table by putting a check mark next to each sentence to show whether the style of the sentence is formal or informal,it is kind of wild that a thin weak piece of paper comes from really really big strong trees | to be made into paper wood must be changed into a liquid substance called pulp | pulp is created by grinding wood chips or using chemicals to break wood into tiny pieces | when pulp is spread out super thin all the water gets kind of pressed out until you ve got paper,database|generated,WARNING
f1af10a2b6d3,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60007|cmowe892900125ish6wuya6kk|cmoweqxg400126zhzace4tgyg|cmowg7f4b001gpspnzf3y3w5s|cmowzttnj0008twqw9m23j8oy|cmox0dd9w0008vlf1er2g6nv9|cmox0o8mx000874o5qhg4pwps|cmox1en8o00087pv3wd10qufx|cmox1wex0000811juefqedh1p|cmp30b1p6000arzyghsqxs8nl|cmp30b8ng0020rzygcusqcf3x|cmp39561m0008nrdzzbeyyx8y|cmp39lq5m000811zed4chpuso|cmp3dtj970008chf92u509rk8|cmp5noc290008149wu7ls3h2a|cmp61ap8d0008r85qagvkmywa|cmp62uiy10008ajtylfobje8w|cmp7kxbgw000bnu4u8el2nf1q,18,6,CONVENTIONS,CC.1.4.6.F7,which sentence uses commas correctly,yes i finished the draft | yes i finished the draft | yes i finished the draft | yes i finished the draft,database|generated,WARNING
799adea1757e,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60008|cmowe892900135ishq34mw1zt|cmoweqxg400136zhzmjosf1za|cmowg7f4b001hpspn7g1r9sgw|cmowzttnj0009twqwxiz0xo9q|cmox0dd9w0009vlf17807uo80|cmox0o8mx000974o5szp0xtsc|cmox1en8o00097pv3ujz0ycy2|cmox1wex0000911ju1nv86uss|cmp30b1p6000brzygdr4eyq1m|cmp30b8ng0021rzygto6ak376|cmp39561m0009nrdz6vu3x8bs|cmp39lq5m000911zehjxdb6kk|cmp3dtj970009chf913sdouhn|cmp5noc290009149wpbbiz1hf|cmp61ap8d0009r85qj47rgoeh|cmp62uiy10009ajtywt4gyysf|cmp7kxbgw000cnu4u921glbde,18,6,CONVENTIONS,CC.1.4.6.F8,which sentence uses an apostrophe correctly,the teachers desk was clean | the teacher s desk was clean | the teachers desk was clean | the teacher desk s was clean,database|generated,WARNING
45011ab9c3f1,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60009|cmox1en8o000a7pv3e8ppm6fa|cmox1wex0000a11juh7etlu17|cmp30b1p6000crzygca4wvqji|cmp30b8ng0022rzygwbu3cujb|cmp39561m000anrdzc8yuwl6z|cmp39lq5m000a11zeh40ic5eh|cmp3dtj98000achf9xnl4gy06|cmp5noc29000a149wkwqmsy0n|cmp61ap8d000ar85qpo8jbmix|cmp62uiy1000aajty06z8ppe5|cmp7kxbgw000dnu4ugb8z4uwf,12,6,DRAG_DROP,CC.1.4.6.F9,read the first sentence of a newspaper article move a sentence from below onto the blank line that best fits the style of the article,blank line,database|generated,WARNING
2afca57d0d67,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60010|cmowg7f4a000wpspnu34jub0a|cmowzttnj000btwqwmrww2upy|cmox0dd9w000bvlf188h4rmt5|cmox0o8mx000b74o5zmu315bc|cmox1en8o000b7pv3gwoujq30|cmox1wex0000b11jumi740st1|cmp30b1p6000drzygkvdk9l5v|cmp30b8ng0023rzyghrjhfw55|cmp39561m000bnrdzyhtuvvuf|cmp39lq5m000b11zedaliqt5r|cmp3dtj98000bchf9rhuwaq3x|cmp5noc29000b149w0z5hjz3e|cmp61ap8d000br85qhh4adgsn|cmp62uiy1000bajtyo5raan7g|cmp7kxbgw000enu4udxuwk8b3,16,6,MCQ,CC.1.2.6.A,which description provides the best objective summary of how wetlands protect a watershed,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,WARNING
41d88525e5b2,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60011|60015|60017|cmowe892700035ishpo5uilo8|cmowe8928000q5ishzeikab1d|cmoweqxg200036zhz7mvnetzx|cmoweqxg3000q6zhzrf0zlh9q|cmowg7f490003pspn7c358ife|cmowg7f4a000qpspn0r5oar52|cmowzttnj000ctwqwfnd5t9sc|cmowzttnk000gtwqwligburgd|cmowzttnk000itwqwrnhagsy2|cmox0dd9w000cvlf1qultgt30|cmox0dd9x000gvlf1vd4ozl58|cmox0dd9x000ivlf1j1nkcst0|cmox0o8mx000c74o5pmilnkmn|cmox0o8my000g74o5wty3bgid|cmox0o8my000i74o5z2fu4wjt|cmox1en8o000c7pv3cy3qq5nx|cmox1en8o000g7pv370r058bd|cmox1en8o000i7pv3fflr5mji|cmox1wex0000c11juwiq2bl4m|cmox1wex0000g11jujyu1g0jr|cmox1wex1000i11jut5ygci0m|cmp30b1p7000erzygbmaf616g|cmp30b1p7000irzygtdbgh8z5|cmp30b1p7000krzygu3shu3xk|cmp30b8ng0024rzygmjfad1dt|cmp30b8ng0028rzyg0pmy4ssb|cmp30b8nh002arzygl1x0p2q2|cmp39561m000cnrdzymhcitak|cmp39561n000gnrdztqy6ropo|cmp39561n000inrdz2955qrp0|cmp39lq5m000c11zek8t1ynky|cmp39lq5n000g11zeulbxxwuy|cmp39lq5n000i11ze7z88molg|cmp3dtj98000cchf9fjvnebyj|cmp3dtj98000gchf94ksreaa9|cmp3dtj99000ichf9r1dc4ywf|cmp5noc29000c149wr9u96wil|cmp5noc2a000g149wo26ah6tn|cmp5noc2a000i149wjrwxh2ks|cmp61ap8d000cr85qulhhypa0|cmp61ap8e000gr85qukbjoso6|cmp61ap8e000ir85qacyqv19h|cmp62uiy1000cajtyy7swm7ua|cmp62uiy2000gajtyi516zg6u|cmp62uiy2000iajty2556bq7s|cmp7kxbgw000fnu4ulseuaync|cmp7kxbgw000jnu4u2hhzt1u9|cmp7kxbgx000lnu4ujd2yxeb6,51,6,MCQ,CC.1.2.6.B,which evidence from the passage best supports the inference about how the character changes in how wetlands protect a watershed,a detail that requires readers to connect clues and support an inference | a detail that is obvious but unsupported by other clues | a detail that repeats the title without analysis | a detail that does not connect to the conclusion,database|generated,WARNING
4521b413be1b,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60012|cmowzttnj000dtwqw0wiyiex2|cmox0dd9x000dvlf1qqtl9tyv|cmox0o8my000d74o5v3byu4on|cmox1en8o000d7pv3r1n8jzbc|cmox1wex0000d11jutaii6nr2|cmp30b1p7000frzygszwq7b00|cmp30b8ng0025rzygpx8qoq6i|cmp39561n000dnrdzy8j92h5l|cmp39lq5m000d11zeru54qw9s|cmp3dtj98000dchf9pks2zdkh|cmp5noc29000d149wfio2gu3w|cmp61ap8e000dr85qvvl94av0|cmp62uiy1000dajtyyss1d3fl|cmp7kxbgw000gnu4ut4d3ma0s,15,6,EBSR,CC.1.2.6.C,how does the character s impression or understanding change in how wetlands protect a watershed,the passage mainly lists unrelated facts | the author develops an idea through connected evidence | the passage avoids explaining causes | the title is the only useful clue,database|generated,WARNING
c1f7f79b783d,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60013|cmowg7f4a000xpspnw6qswnii|cmowzttnj000etwqwz1guzph9|cmox0dd9x000evlf1akje3pnr|cmox0o8my000e74o55i1inxus|cmox1en8o000e7pv3th37xcdk|cmox1wex0000e11junbencktr|cmp30b1p7000grzyg3fre69ky|cmp30b8ng0026rzygp1pb3dt0|cmp39561n000enrdzn6kiq5uu|cmp39lq5m000e11zecqwgol0d|cmp3dtj98000echf9hnynw71m|cmp5noc2a000e149wjxta7jax|cmp61ap8e000er85q1q70659k|cmp62uiy1000eajty7x1m4krh|cmp7kxbgw000hnu4uyeh0psma,16,6,MCQ,CC.1.2.6.D,based on the passage what does the word reveal about the character or idea in how wetlands protect a watershed,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,WARNING
a5f931e5ad0c,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60014|cmox0dd9x000fvlf15y7h3luu|cmox0o8my000f74o55q5dwt7t|cmox1en8o000f7pv3wbxotou1|cmox1wex0000f11juktg3scie|cmp30b1p7000hrzyguxal6rj2|cmp30b8ng0027rzygtloqyoo4|cmp39561n000fnrdzewttxxq5|cmp39lq5m000f11zevtpmwqpe|cmp3dtj98000fchf9kt9rrd5e|cmp5noc2a000f149wdp7rj90x|cmp61ap8e000fr85qcluryg28|cmp62uiy1000fajty7s56ft12|cmp7kxbgw000inu4upsadw7qw,14,6,DRAG_DROP,CC.1.3.6.G,use how wetlands protect a watershed match each statement to whether it is supported by the passage,the text explains a problem and shows why it matters | the text gives evidence that helps readers understand the central idea | the text says the problem is solved by ignoring the evidence | the text presents details in a way that helps readers compare ideas,database|generated,WARNING
f8f3ed4ab122,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60016|60031|60038|cmowzttnk000htwqw7kh0azx5|cmowzttnk000wtwqw2v9ed4bq|cmowzttnl0013twqw2qbmmpbn|cmox0dd9x000hvlf1u9c0qxq3|cmox0dd9y000wvlf17uzb5fut|cmox0dd9y0013vlf1qgavb35x|cmox0o8my000h74o56y90tk4q|cmox0o8my000w74o5cazybrzm|cmox0o8mz001374o5rjlo66q4|cmox1en8o000h7pv3k2f2llxk|cmox1en8o000w7pv39bj7zahj|cmox1en8p00137pv31ymxkgh2|cmox1wex0000h11ju2vlwbl79|cmox1wex1000w11juq52o77xf|cmox1wex2001311ju91pksyph|cmp30b1p7000jrzyg123sogb1|cmp30b1p8000yrzygrpp4vuav|cmp30b1p90015rzygshf6w76n|cmp30b8nh0029rzyg2knjj6i0|cmp30b8ni002orzygaoipf1mj|cmp30b8ni002vrzygfz5kzihh|cmp39561n000hnrdzsyuigw0p|cmp39561o000wnrdz10xtcyel|cmp39561p0013nrdz2fq3b3cq|cmp39lq5n000h11ze3tzr5hq1|cmp39lq5o000w11zevtong0kj|cmp39lq5o001311zev19brgu4|cmp3dtj98000hchf9sj9x7fit|cmp3dtj9a000wchf9eltbwx02|cmp3dtj9b0013chf9y1pnwy0w|cmp5noc2a000h149wgi1bown5|cmp5noc2b000w149w0hy4zjse|cmp5noc2j0013149wytlmkiet|cmp61ap8e000hr85qcxngxuj5|cmp61ap8f000wr85q29q8lzct|cmp61ap8g0013r85qvwlk84ux|cmp62uiy2000hajtywe0gaw48|cmp62uiy3000wajtyn9mpef26|cmp62uiy40013ajty7mzj5x0h|cmp7kxbgx000knu4u85xyhwnp|cmp7kxbgy000znu4urgvvz2np|cmp7kxbgy0016nu4usr6ufquo,45,6,HOT_TEXT,CC.1.2.6.A,read the paragraph select the sentence that should be revised to maintain the style of the paragraph,in many areas around the world highways pass directly through the habitats of many animals | crossing the roads got really really hard for some animals | as a result people have designed and built special bridges and tunnels just for wildlife | these new wildlife crossings allow animals to move over or under the highway safely,database|generated,WARNING
f449bfd46045,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60018|60043|cmowg7f4a0015pspnz90g4k1p|cmowzttnk000jtwqwtgeo73xo|cmowzttnl0018twqw2szbu5hv|cmox0dd9x000jvlf1lldzt8ak|cmox0dd9z0018vlf1ij7l9x7i|cmox0o8my000j74o5gmxpskxd|cmox0o8mz001874o5ip4iy789|cmox1en8o000j7pv3p2f95u5a|cmox1en8p00187pv38xjw2l1z|cmox1wex1000j11ju9e08xpwu|cmox1wex2001811juhep6db5u|cmp30b1p7000lrzyg4ca62o8u|cmp30b1p9001arzyghms1mkz9|cmp30b8nh002brzygtx734n27|cmp30b8nj0030rzyg5h86z0we|cmp39561n000jnrdzm2ta3fwn|cmp39561p0018nrdzsktpv3bb|cmp39lq5n000j11zevtvl2nsm|cmp39lq5p001811ze96m1ctji|cmp3dtj99000jchf9yli6x09a|cmp3dtj9b0018chf9davognpq|cmp5noc2a000j149wqnil8tvh|cmp5noc2j0018149wy00tqm13|cmp61ap8e000jr85qfqvylebl|cmp61ap8h0018r85qkiplv9qd|cmp62uiy2000jajtyucubjh11|cmp62uiy50018ajty6kjduxq9|cmp7kxbgx000mnu4uhqkdq7bg|cmp7kxbgy001bnu4u9jqc9hof,31,6,MCQ,CC.1.3.6.A,which description provides the best objective summary of the last bell before the storm,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,database|generated,WARNING
35e8d510fc4a,PSSA_DUPLICATE_ITEM_GROUP_TOO_LARGE,60019|60044|60052|cmowzttnk000ktwqwoo8dflpd|cmowzttnl0019twqw3ibnb2bw|cmowzttnm001htwqwkunv0z66|cmox0dd9x000kvlf1b5bs54rd|cmox0dd9z0019vlf17sedg3fh|cmox0dd9z001hvlf1sky9tg47|cmox0o8my000k74o59wx7u374|cmox0o8mz001974o5opg1p9mm|cmox0o8mz001h74o5ji979588|cmox1en8o000k7pv38uj67vze|cmox1en8p00197pv37wj2fr7i|cmox1en8p001h7pv3auwgoj90|cmox1wex1000k11juph6irw5j|cmox1wex2001911juhd7a697e|cmox1wex2001h11jup5e5ofnl|cmp30b1p7000mrzyg29k4y54v|cmp30b1p9001brzygmxuubpck|cmp30b1pa001jrzygvi0xnqzz|cmp30b8nh002crzygal1dla0f|cmp30b8nj0031rzyg07lszbv2|cmp30b8nj0039rzygn4g14a4p|cmp39561n000knrdzktng1gae|cmp39561p0019nrdzgb3vhgq2|cmp39561q001hnrdzfmtox51t|cmp39lq5n000k11ze962zld4t|cmp39lq5p001911zeunrw0o50|cmp39lq5p001h11zeufu1tosg|cmp3dtj99000kchf9kzq8vi5v|cmp3dtj9b0019chf9jcxo4dk8|cmp3dtj9c001hchf9ycw582ww|cmp5noc2a000k149whbz9drxk|cmp5noc2k0019149w2h3yicy3|cmp5noc2k001h149w10ge3vbq|cmp61ap8e000kr85q64crij7b|cmp61ap8h0019r85qojneao81|cmp61ap8i001hr85q57brm6t5|cmp62uiy2000kajtyyfzqyzqn|cmp62uiy50019ajtyqvidntzn|cmp62uiy6001hajtylylu4c92|cmp7kxbgx000nnu4uo271v345|cmp7kxbgy001cnu4u5hgsdi4k|cmp7kxbgz001knu4u0f0nmd7q,45,6,MCQ,CC.1.3.6.B,which evidence from the passage best supports the inference about how the character changes in the last bell before the storm,a detail that requires readers to connect clues and support an inference | a detail that is obvious but unsupported by other clues | a detail that repeats the title without analysis | a detail that does not connect to the conclusion,database|generated,WARNING
